column_1,column_2,column_3,column_4
meta-llama/Llama-3.2-1B,In 2046 there, will,"[('was', 11.4873685836792, 0.05020663210244896), ('will', 13.7318754196167, 0.4737377826694378), ('is', 13.169358253479004, 0.2699230184156849), ('were', 12.34941291809082, 0.11888914044115462), ('are', 12.039923667907715, 0.08724342637127379)]"
meta-llama/Llama-3.2-1B,In 2047 there, will,"[('was', 11.537816047668457, 0.05321444105740573), ('will', 13.714935302734375, 0.46939708015736076), ('is', 13.310230255126953, 0.31316932396998004), ('were', 12.102263450622559, 0.09357630604691959), ('are', 11.821123123168945, 0.07064284876833382)]"
meta-llama/Llama-3.2-1B,In 2048 there, will,"[('was', 11.456804275512695, 0.031990018983567466), ('will', 14.35515022277832, 0.5804303984559742), ('is', 13.245935440063477, 0.1914362991816022), ('were', 12.729804992675781, 0.11425407134523559), ('are', 12.396747589111328, 0.08188921203362061)]"
meta-llama/Llama-3.2-1B,In 2049 there, is,"[('was', 11.446515083312988, 0.06008581883981256), ('will', 12.786285400390625, 0.22941765683509976), ('is', 13.584429740905762, 0.5096318039201645), ('were', 11.698823928833008, 0.07733005576989954), ('are', 12.16726303100586, 0.1235346646350235)]"
meta-llama/Llama-3.2-1B,In 2050 there, will,"[('was', 10.0504150390625, 0.0018720588625018523), ('will', 16.106346130371094, 0.7986876255096635), ('is', 13.663830757141113, 0.06943940760514619), ('were', 12.724925994873047, 0.027154690041807632), ('are', 14.056611061096191, 0.10284621798088073)]"
meta-llama/Llama-3.2-1B,"In 1950, they", were,"[('was', 5.800004959106445, 0.002482664027339326), ('will', 6.941019058227539, 0.007770591497802273), ('is', 7.89506721496582, 0.020173995913374362), ('were', 11.677587509155273, 0.8861752571874659), ('are', 9.314291000366211, 0.08339749137401813)]"
meta-llama/Llama-3.2-1B,"In 1951, they", were,"[('was', 5.769207954406738, 0.0022029068741706843), ('will', 7.133358955383301, 0.008618652893654422), ('is', 7.960572719573975, 0.019710324008472665), ('were', 11.734784126281738, 0.8586436272035787), ('are', 9.6873779296875, 0.11082448902012355)]"
meta-llama/Llama-3.2-1B,"In 1952, they", were,"[('was', 5.746006011962891, 0.002210079983362117), ('will', 7.055883407592773, 0.008189936152697945), ('is', 8.03714370727539, 0.021849245755655528), ('were', 11.710265159606934, 0.8603057540997223), ('are', 9.629956245422363, 0.10744498400856213)]"
meta-llama/Llama-3.2-1B,"In 1953, they", were,"[('was', 5.791837215423584, 0.0023713040486982705), ('will', 7.099626064300537, 0.008769053573695479), ('is', 8.033708572387695, 0.022316166976173103), ('were', 11.67741584777832, 0.8532210581752261), ('are', 9.658634185791016, 0.113322417226207)]"
meta-llama/Llama-3.2-1B,"In 1954, they", were,"[('was', 5.835028648376465, 0.0024682111278694547), ('will', 7.104944705963135, 0.008788198185580702), ('is', 8.061883926391602, 0.022881962273539915), ('were', 11.687877655029297, 0.8594929782167082), ('are', 9.598445892333984, 0.10636865019630178)]"
meta-llama/Llama-3.2-1B,"In 1955, they", were,"[('was', 5.706147193908691, 0.0022796717272490076), ('will', 7.0553388595581055, 0.008786558573818003), ('is', 7.992974281311035, 0.02244030204603579), ('were', 11.634407997131348, 0.8560187298311607), ('are', 9.586902618408203, 0.11047473782173658)]"
meta-llama/Llama-3.2-1B,"In 1956, they", were,"[('was', 5.73085880279541, 0.0022631245332165742), ('will', 7.036431789398193, 0.008350483003199632), ('is', 7.888791084289551, 0.019583329659883977), ('were', 11.685295104980469, 0.8723430019846874), ('are', 9.493555068969727, 0.09746006081901236)]"
meta-llama/Llama-3.2-1B,"In 1957, they", were,"[('was', 5.713878154754639, 0.0022553108769894875), ('will', 6.937851905822754, 0.007669577857381394), ('is', 7.953602313995361, 0.021179039375622457), ('were', 11.667083740234375, 0.8682619111701003), ('are', 9.51208209991455, 0.10063416071990633)]"
meta-llama/Llama-3.2-1B,"In 1958, they", were,"[('was', 5.770470142364502, 0.002326359417606748), ('will', 7.030994415283203, 0.008205698376082591), ('is', 8.022640228271484, 0.022119833507125954), ('were', 11.682268142700195, 0.8592866465239409), ('are', 9.608865737915039, 0.1080614621752438)]"
meta-llama/Llama-3.2-1B,"In 1959, they", were,"[('was', 5.749523639678955, 0.0022557068559403664), ('will', 7.14714241027832, 0.009125586360139966), ('is', 7.962737560272217, 0.020628576145088885), ('were', 11.7012939453125, 0.8671688337374872), ('are', 9.549409866333008, 0.10082129690134362)]"
meta-llama/Llama-3.2-1B,"In 1960, they", were,"[('was', 5.6714186668396, 0.002191911718662641), ('will', 6.9160919189453125, 0.00760987956641802), ('is', 7.700424671173096, 0.016672824162420198), ('were', 11.685622215270996, 0.8969298396861908), ('are', 9.225183486938477, 0.07659554486630832)]"
meta-llama/Llama-3.2-1B,"In 1961, they", were,"[('was', 5.684322357177734, 0.0021224899653781455), ('will', 7.118958473205566, 0.008910461425209982), ('is', 7.741810321807861, 0.016611211784562707), ('were', 11.710088729858398, 0.8786233294189387), ('are', 9.472177505493164, 0.09373250740591033)]"
meta-llama/Llama-3.2-1B,"In 1962, they", were,"[('was', 5.665733337402344, 0.00209671621610926), ('will', 6.991119861602783, 0.007891284624910372), ('is', 7.806901931762695, 0.017841746290674577), ('were', 11.70850658416748, 0.8828414807733275), ('are', 9.417684555053711, 0.08932877209497829)]"
meta-llama/Llama-3.2-1B,"In 1963, they", were,"[('was', 5.61799955368042, 0.0020323537171580246), ('will', 7.0934739112854, 0.0088877057519827), ('is', 7.689222812652588, 0.016125757639024615), ('were', 11.693914413452148, 0.8845768965924767), ('are', 9.390419960021973, 0.088377286299358)]"
meta-llama/Llama-3.2-1B,"In 1964, they", were,"[('was', 5.648906707763672, 0.0020865328992532117), ('will', 7.069791793823242, 0.008639881562339139), ('is', 7.74962854385376, 0.017051285975868975), ('were', 11.702224731445312, 0.8878668715091799), ('are', 9.348442077636719, 0.08435542805335888)]"
meta-llama/Llama-3.2-1B,"In 1965, they", were,"[('was', 5.7104573249816895, 0.0022838295261288014), ('will', 7.062797546386719, 0.008830343118391103), ('is', 7.779069423675537, 0.01807384290011738), ('were', 11.66594123840332, 0.8812466600740879), ('are', 9.379571914672852, 0.08956532438127478)]"
meta-llama/Llama-3.2-1B,"In 1966, they", were,"[('was', 5.717499732971191, 0.00219748338267451), ('will', 7.072353363037109, 0.008517870929347743), ('is', 7.763501167297363, 0.017001715027730444), ('were', 11.713483810424805, 0.8829749809692261), ('are', 9.422277450561523, 0.08930794969102113)]"
meta-llama/Llama-3.2-1B,"In 1967, they", were,"[('was', 5.737640380859375, 0.00226427891137678), ('will', 6.994277477264404, 0.007955738110591897), ('is', 7.706791400909424, 0.016222633014679924), ('were', 11.71639633178711, 0.8942740731877594), ('are', 9.293411254882812, 0.07928327677559209)]"
meta-llama/Llama-3.2-1B,"In 1968, they", were,"[('was', 5.722929954528809, 0.002276263520595985), ('will', 7.126103401184082, 0.009260043428526597), ('is', 7.673572540283203, 0.01600942926397197), ('were', 11.697603225708008, 0.8953445023833715), ('are', 9.245624542236328, 0.0771097614035341)]"
meta-llama/Llama-3.2-1B,"In 1969, they", were,"[('was', 5.650360584259033, 0.0021264910377657635), ('will', 7.1550493240356445, 0.009575061527860348), ('is', 7.684558868408203, 0.016259404914160423), ('were', 11.694515228271484, 0.8966161689341579), ('are', 9.218997955322266, 0.07542287358605566)]"
meta-llama/Llama-3.2-1B,"In 1970, they", were,"[('was', 6.0046563148498535, 0.002757249365490104), ('will', 7.116848468780518, 0.008384843493216991), ('is', 7.868082523345947, 0.01777263268561724), ('were', 11.78303337097168, 0.8912372199883988), ('are', 9.370548248291016, 0.07984805446727693)]"
meta-llama/Llama-3.2-1B,"In 1971, they", were,"[('was', 6.021284103393555, 0.0026392459066197117), ('will', 7.3291120529174805, 0.009760280936097331), ('is', 7.929997444152832, 0.017800144507826257), ('were', 11.830129623413086, 0.8794869753742002), ('are', 9.554076194763184, 0.09031335327525665)]"
meta-llama/Llama-3.2-1B,"In 1972, they", were,"[('was', 5.9643707275390625, 0.0026139155228450247), ('will', 7.181509971618652, 0.008828530165278462), ('is', 7.9462890625, 0.018968270934774926), ('were', 11.789422988891602, 0.8852778573459403), ('are', 9.43803882598877, 0.08431142603116125)]"
meta-llama/Llama-3.2-1B,"In 1973, they", were,"[('was', 5.986075401306152, 0.0026636519684366355), ('will', 7.182830810546875, 0.008814988496924553), ('is', 7.932904243469238, 0.018662701200801095), ('were', 11.785680770874023, 0.879455944358486), ('are', 9.510651588439941, 0.09040271397535167)]"
meta-llama/Llama-3.2-1B,"In 1974, they", were,"[('was', 6.124080181121826, 0.0028188796153201918), ('will', 7.231504440307617, 0.008531487797185993), ('is', 8.069095611572266, 0.019714510474636203), ('were', 11.860907554626465, 0.8740756080483869), ('are', 9.640137672424316, 0.09485951406447063)]"
meta-llama/Llama-3.2-1B,"In 1975, they", were,"[('was', 6.074056625366211, 0.0029327242657304726), ('will', 7.285159111022949, 0.009845694570932711), ('is', 8.0451078414917, 0.021051735235034143), ('were', 11.765705108642578, 0.8692060926508256), ('are', 9.57246208190918, 0.09696375327747707)]"
meta-llama/Llama-3.2-1B,"In 1976, they", were,"[('was', 5.9842848777771, 0.002748837084201648), ('will', 7.348169803619385, 0.010751689119333526), ('is', 7.970057487487793, 0.020024380446583608), ('were', 11.743492126464844, 0.8716475814069485), ('are', 9.525166511535645, 0.09482751194293264)]"
meta-llama/Llama-3.2-1B,"In 1977, they", were,"[('was', 6.061460971832275, 0.002881442851348545), ('will', 7.318942070007324, 0.010132744980472435), ('is', 8.049812316894531, 0.021044568615289007), ('were', 11.764776229858398, 0.8640290723333608), ('are', 9.627281188964844, 0.10191217121952922)]"
meta-llama/Llama-3.2-1B,"In 1978, they", were,"[('was', 6.0953779220581055, 0.002956754382804076), ('will', 7.237545013427734, 0.009265142738475927), ('is', 8.09302043914795, 0.021796179268948068), ('were', 11.773378372192383, 0.8644492721645837), ('are', 9.63166618347168, 0.10153265144518826)]"
meta-llama/Llama-3.2-1B,"In 1979, they", were,"[('was', 6.087503910064697, 0.002922291130309715), ('will', 7.360666275024414, 0.010438807034962189), ('is', 8.060110092163086, 0.021009487562376077), ('were', 11.777884483337402, 0.8650164426166024), ('are', 9.62641716003418, 0.10061297165574952)]"
meta-llama/Llama-3.2-1B,"In 1980, they", were,"[('was', 6.1282830238342285, 0.0029988905527974087), ('will', 7.536832332611084, 0.012265515577490012), ('is', 7.964079856872559, 0.018803428826111697), ('were', 11.801237106323242, 0.8723550312916624), ('are', 9.568826675415039, 0.09357713375193845)]"
meta-llama/Llama-3.2-1B,"In 1981, they", were,"[('was', 6.136926651000977, 0.002896156640341342), ('will', 7.535656452178955, 0.011729585939352048), ('is', 8.053152084350586, 0.019680139793477845), ('were', 11.824654579162598, 0.8550094228369979), ('are', 9.780227661132812, 0.11068469478983083)]"
meta-llama/Llama-3.2-1B,"In 1982, they", were,"[('was', 6.090539932250977, 0.0028436831160735484), ('will', 7.410597801208496, 0.01064572020577092), ('is', 8.03892707824707, 0.01995514948971965), ('were', 11.805427551269531, 0.8626315878024231), ('are', 9.689098358154297, 0.10392385938601267)]"
meta-llama/Llama-3.2-1B,"In 1983, they", were,"[('was', 6.056811332702637, 0.0027909249598954693), ('will', 7.481055736541748, 0.011595504403515242), ('is', 7.99910831451416, 0.01946601353942273), ('were', 11.78378677368164, 0.8569233791546834), ('are', 9.723840713500977, 0.10922417794248318)]"
meta-llama/Llama-3.2-1B,"In 1984, they", were,"[('was', 6.021567344665527, 0.0028958635450375106), ('will', 7.499057292938232, 0.012689479993914675), ('is', 8.006518363952637, 0.02107809552070541), ('were', 11.719783782958984, 0.8639369514482155), ('are', 9.557432174682617, 0.09939960949212705)]"
meta-llama/Llama-3.2-1B,"In 1985, they", were,"[('was', 6.195291519165039, 0.0031026562577461067), ('will', 7.576248645782471, 0.012344563065792355), ('is', 8.154003143310547, 0.021998411057290647), ('were', 11.808849334716797, 0.8504932008339614), ('are', 9.78207778930664, 0.11206116878520936)]"
meta-llama/Llama-3.2-1B,"In 1986, they", were,"[('was', 6.20081901550293, 0.003063004353179931), ('will', 7.501752853393555, 0.011249572039063575), ('is', 8.121400833129883, 0.020904784718962705), ('were', 11.835735321044922, 0.8577498909521346), ('are', 9.754557609558105, 0.10703274793665922)]"
meta-llama/Llama-3.2-1B,"In 1987, they", were,"[('was', 6.2632341384887695, 0.003125877157321606), ('will', 7.518948554992676, 0.010972908273130045), ('is', 8.182985305786133, 0.02131617344916697), ('were', 11.872026443481445, 0.8527848081226286), ('are', 9.840232849121094, 0.11180023299775278)]"
meta-llama/Llama-3.2-1B,"In 1988, they", were,"[('was', 6.260908126831055, 0.0031559469791001002), ('will', 7.561370372772217, 0.011585459827827431), ('is', 8.23956298828125, 0.022826986723787603), ('were', 11.855891227722168, 0.8491804464379585), ('are', 9.841227531433105, 0.11325116003132635)]"
meta-llama/Llama-3.2-1B,"In 1989, they", were,"[('was', 6.344396591186523, 0.003197909831220103), ('will', 7.626679420471191, 0.011528016015122476), ('is', 8.20305347442627, 0.02051495847755977), ('were', 11.937545776367188, 0.8588949351305302), ('are', 9.844056129455566, 0.10586418054556752)]"
meta-llama/Llama-3.2-1B,"In 1990, they", were,"[('was', 6.547767639160156, 0.0036847692980038413), ('will', 7.869143962860107, 0.01381264175020642), ('is', 8.292187690734863, 0.02108639339259793), ('were', 11.98958969116211, 0.8506748451761992), ('are', 9.950757026672363, 0.11074135038299258)]"
meta-llama/Llama-3.2-1B,"In 1991, they", were,"[('was', 6.556344509124756, 0.0035675076273118953), ('will', 7.8004302978515625, 0.012378399738805605), ('is', 8.355364799499512, 0.021561029572786872), ('were', 12.023676872253418, 0.8448841957319311), ('are', 10.051841735839844, 0.11760886732916458)]"
meta-llama/Llama-3.2-1B,"In 1992, they", were,"[('was', 6.395657062530518, 0.003344873827214785), ('will', 7.664335250854492, 0.011894869365326598), ('is', 8.286359786987305, 0.0221565175112357), ('were', 11.937555313110352, 0.8534843652163224), ('are', 9.880670547485352, 0.10911937407990054)]"
meta-llama/Llama-3.2-1B,"In 1993, they", were,"[('was', 6.4158172607421875, 0.0033007229412582804), ('will', 7.742062568664551, 0.012433405291815044), ('is', 8.27914810180664, 0.021273716819904705), ('were', 11.958576202392578, 0.8429439434062627), ('are', 10.00956916809082, 0.12004821154075937)]"
meta-llama/Llama-3.2-1B,"In 1994, they", were,"[('was', 6.516884803771973, 0.003526515240013103), ('will', 7.783814430236816, 0.012518904047404121), ('is', 8.376411437988281, 0.022642684812804115), ('were', 11.997526168823242, 0.8463657241796633), ('are', 10.001038551330566, 0.11494617172011537)]"
meta-llama/Llama-3.2-1B,"In 1995, they", were,"[('was', 6.5296711921691895, 0.003636359752919312), ('will', 7.852688789367676, 0.013653565694606889), ('is', 8.381345748901367, 0.023165350980933627), ('were', 11.972393035888672, 0.8402546133902272), ('are', 10.020246505737305, 0.11929011018131307)]"
meta-llama/Llama-3.2-1B,"In 1996, they", were,"[('was', 6.5114288330078125, 0.003634609689993607), ('will', 7.787195205688477, 0.0130171549930281), ('is', 8.347601890563965, 0.022798045013425763), ('were', 11.961639404296875, 0.8461632441599725), ('are', 9.960514068603516, 0.11438694614358008)]"
meta-llama/Llama-3.2-1B,"In 1997, they", were,"[('was', 6.617229461669922, 0.003838386299405045), ('will', 7.892916202545166, 0.013745875075850972), ('is', 8.405954360961914, 0.022960536617909456), ('were', 12.004955291748047, 0.8394759883825875), ('are', 10.05949592590332, 0.11997921362424699)]"
meta-llama/Llama-3.2-1B,"In 1998, they", were,"[('was', 6.59512186050415, 0.0038522660535548316), ('will', 7.897266387939453, 0.014165452644750403), ('is', 8.405370712280273, 0.023544927683310617), ('were', 11.97569751739502, 0.836508948050037), ('are', 10.049894332885742, 0.12192840556834719)]"
meta-llama/Llama-3.2-1B,"In 1999, they", were,"[('was', 6.59412956237793, 0.0037338770302170884), ('will', 8.048115730285645, 0.01598152360092151), ('is', 8.411003112792969, 0.022973024103935247), ('were', 12.006352424621582, 0.836871031482505), ('are', 10.067838668823242, 0.12044054378242126)]"
meta-llama/Llama-3.2-1B,"In 2000, they", were,"[('was', 6.496830940246582, 0.0038500283640283952), ('will', 7.958917617797852, 0.016612695514735563), ('is', 8.208547592163086, 0.021323231678320353), ('were', 11.899577140808105, 0.8547651186053352), ('are', 9.78782844543457, 0.10344892583758049)]"
